                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.98504,                0.76212,                0.95316,                0.15132,                0.01562,                0.00406,                0.00122,                 4.1635,                 9.9512,                 2.7962,              0.0010199,              0.0010199,              0.0010199
                    101,                 1.0046,                0.79393,                0.94064,                0.07307,                0.01562,                0.00286,                0.00086,                 4.0957,                 11.209,                  2.755,                0.00101,                0.00101,                0.00101
                    102,                0.94772,                0.74723,                0.96159,                0.04067,                0.01562,                0.00154,                0.00031,                 4.0608,                 11.063,                 2.8136,              0.0010001,              0.0010001,              0.0010001
                    103,                 1.0333,                0.76029,                0.97433,                0.09641,                0.01562,                0.00432,                 0.0013,                 3.9998,                 9.3074,                 2.7214,              0.0009902,              0.0009902,              0.0009902
                    104,                0.97551,                0.74932,                0.95282,                0.10766,                0.01562,                0.01568,                0.00627,                 4.0605,                 8.2262,                 2.6999,              0.0009803,              0.0009803,              0.0009803
                    105,                 0.9598,                0.72945,                0.92148,                 0.0796,                0.01562,                0.00279,                0.00084,                 4.0385,                 8.9523,                 2.7214,              0.0009704,              0.0009704,              0.0009704
                    106,                 1.0155,                0.72764,                0.96417,                0.08738,                0.01562,                0.00456,                0.00091,                 4.2591,                   9.72,                 2.8952,              0.0009605,              0.0009605,              0.0009605
                    107,                0.99264,                0.67676,                0.91712,                0.10809,                0.01562,                0.00849,                 0.0017,                 4.2134,                 9.4957,                 2.9227,              0.0009506,              0.0009506,              0.0009506
                    108,                0.89973,                0.72923,                0.85106,                0.05508,                0.01562,                0.00236,                0.00071,                 4.0055,                 9.6291,                 2.9236,              0.0009407,              0.0009407,              0.0009407
                    109,                  1.049,                0.73168,                0.94989,                0.05056,                0.01562,                 0.0018,                0.00054,                  3.961,                  9.443,                 2.7559,              0.0009308,              0.0009308,              0.0009308
                    110,                0.85214,                0.66817,                0.93165,                0.04295,                0.01562,                0.00185,                0.00055,                 4.0437,                  10.02,                 2.9215,              0.0009209,              0.0009209,              0.0009209
                    111,                0.96601,                0.71915,                0.97356,                0.06024,                0.01562,                0.00273,                0.00055,                  3.971,                 9.4848,                 2.7137,               0.000911,               0.000911,               0.000911
                    112,                 1.0167,                0.73993,                0.99548,                0.09586,                0.01562,                0.00526,                0.00105,                 4.1801,                 9.0686,                 2.8049,              0.0009011,              0.0009011,              0.0009011
                    113,                0.92981,                 0.6738,                0.97404,                 0.0993,                0.01562,                0.00549,                0.00147,                 4.2486,                 9.0473,                 2.8001,              0.0008912,              0.0008912,              0.0008912
                    114,                0.94971,                0.63973,                0.96298,                0.04965,                0.01562,                0.00225,                0.00067,                  4.188,                 8.8896,                 2.7657,              0.0008813,              0.0008813,              0.0008813
                    115,                 1.0324,                0.74385,                0.96162,                0.06673,                0.01562,                0.00465,                 0.0014,                 4.1632,                 8.6893,                 2.7083,              0.0008714,              0.0008714,              0.0008714
                    116,                 1.0991,                0.82604,                0.97781,                0.16353,                0.01562,                0.00834,                 0.0025,                 4.1023,                 8.4228,                 2.7119,              0.0008615,              0.0008615,              0.0008615
                    117,                0.89077,                 0.6316,                0.95878,                0.23685,                0.01562,                0.00827,                0.00248,                 3.9996,                 8.4155,                 2.8285,              0.0008516,              0.0008516,              0.0008516
                    118,                  1.001,                0.72485,                0.97947,                0.16097,                0.01562,                0.00824,                0.00247,                 4.1143,                 8.9821,                 2.8904,              0.0008417,              0.0008417,              0.0008417
                    119,                0.98216,                0.68597,                0.90965,                0.19407,                0.01562,                 0.0157,                0.00471,                   4.12,                 9.0151,                 2.8167,              0.0008318,              0.0008318,              0.0008318
                    120,                 0.9838,                0.68734,                0.95264,                0.66118,                0.01562,                0.01591,                0.00477,                 4.2915,                  8.155,                 2.8781,              0.0008219,              0.0008219,              0.0008219
                    121,                0.91419,                0.62447,                0.98378,                0.36665,                0.01562,                0.01592,                0.00637,                 4.2014,                 8.1516,                 2.7759,               0.000812,               0.000812,               0.000812
                    122,                0.89106,                 0.6655,                0.95497,                0.16176,                0.01562,                0.00819,                0.00327,                 4.2248,                  8.935,                  2.686,              0.0008021,              0.0008021,              0.0008021
                    123,                0.93771,                0.62327,                0.97512,                0.18872,                0.01562,                 0.0081,                0.00243,                  4.179,                 8.4707,                 2.7572,              0.0007922,              0.0007922,              0.0007922
                    124,                0.94476,                0.70261,                0.94092,                0.15952,                0.01562,                0.00819,                0.00246,                 4.1317,                 8.6886,                 2.7729,              0.0007823,              0.0007823,              0.0007823
                    125,                 1.0498,                0.83954,                0.92017,                 0.1603,                0.01562,                0.00829,                0.00249,                 4.1008,                 8.7504,                 2.7798,              0.0007724,              0.0007724,              0.0007724
                    126,                 1.0551,                0.78525,                0.93833,                0.22599,                0.01562,                0.00816,                0.00245,                 4.1215,                 7.9294,                 2.7668,              0.0007625,              0.0007625,              0.0007625
                    127,                0.90695,                0.60982,                0.94108,                0.12438,                0.01562,                0.00802,                0.00321,                  4.061,                 8.0379,                 2.6511,              0.0007526,              0.0007526,              0.0007526
                    128,                  0.814,                0.56551,                0.88868,                0.03786,                0.01562,                 0.0016,                0.00064,                 4.2314,                 8.7782,                 2.5745,              0.0007427,              0.0007427,              0.0007427
                    129,                0.90151,                0.65734,                0.92503,                0.03632,                0.01562,                 0.0014,                0.00042,                 4.3047,                 8.5541,                 2.6209,              0.0007328,              0.0007328,              0.0007328
                    130,                0.86065,                0.66601,                 0.8823,                0.05096,                0.01562,                0.00225,                0.00067,                 4.0782,                 8.2637,                 2.6785,              0.0007229,              0.0007229,              0.0007229
                    131,                0.95398,                0.66201,                0.95252,                0.10126,                0.01562,                0.00308,                0.00092,                 4.0543,                 8.5003,                 2.7263,               0.000713,               0.000713,               0.000713
                    132,                0.86583,                 0.6542,                 0.9092,                0.10516,                0.01562,                0.00293,                0.00117,                 4.1124,                 8.7956,                 2.8161,              0.0007031,              0.0007031,              0.0007031
                    133,                 0.9157,                 0.6342,                0.93253,                0.10512,                0.01562,                0.00348,                0.00139,                 4.0291,                 8.8288,                 2.8645,              0.0006932,              0.0006932,              0.0006932
                    134,                 1.0143,                0.69374,                0.90631,                0.08734,                0.01562,                0.00302,                0.00121,                 4.3358,                 9.2506,                 2.9114,              0.0006833,              0.0006833,              0.0006833
                    135,                0.90232,                0.71208,                0.96099,                0.07459,                0.01562,                0.00302,                0.00121,                 4.3357,                 9.5757,                  2.826,              0.0006734,              0.0006734,              0.0006734
                    136,                0.82896,                0.62333,                0.93292,                0.06373,                0.01562,                0.00321,                0.00128,                 4.3762,                 9.9958,                  2.755,              0.0006635,              0.0006635,              0.0006635
                    137,                0.86705,                0.60132,                0.93538,                0.05292,                0.01562,                0.00282,                0.00113,                 4.3867,                 10.522,                 2.8128,              0.0006536,              0.0006536,              0.0006536
                    138,                0.88279,                0.67414,                0.91658,                0.04309,                0.01562,                0.00204,                0.00082,                 4.5928,                 10.952,                 2.8089,              0.0006437,              0.0006437,              0.0006437
                    139,                0.84584,                0.58198,                0.87208,                0.04409,                0.01562,                0.00198,                0.00059,                 4.2352,                 9.6152,                 2.6295,              0.0006338,              0.0006338,              0.0006338
                    140,                0.82688,                0.61559,                0.93563,                0.04424,                0.01562,                0.00186,                0.00056,                 4.0574,                 9.2564,                 2.6667,              0.0006239,              0.0006239,              0.0006239
                    141,                0.82167,                0.62022,                0.93042,                0.06686,                0.01562,                 0.0044,                0.00176,                 4.0844,                 9.4512,                 2.6726,               0.000614,               0.000614,               0.000614
                    142,                0.84012,                0.62548,                0.91828,                0.06548,                0.01562,                0.00807,                0.00323,                 4.0585,                 10.103,                  2.745,              0.0006041,              0.0006041,              0.0006041
                    143,                0.81731,                 0.6077,                0.90323,                0.06342,                0.01562,                0.00438,                0.00131,                 3.8536,                 10.321,                 2.7124,              0.0005942,              0.0005942,              0.0005942
                    144,                0.80622,                0.60883,                0.94801,                0.11149,                0.01562,                0.00594,                0.00237,                 3.8031,                 9.1049,                 2.6802,              0.0005843,              0.0005843,              0.0005843
                    145,                0.77011,                0.59522,                0.88401,                0.16047,                0.01562,                0.00864,                0.00346,                  3.811,                 8.3091,                 2.7088,              0.0005744,              0.0005744,              0.0005744
                    146,                0.81375,                0.57653,                0.87881,                0.12065,                0.01562,                0.00615,                0.00246,                 3.8631,                 8.7698,                  2.772,              0.0005645,              0.0005645,              0.0005645
                    147,                0.89227,                0.63616,                0.89156,                0.08946,                0.01562,                0.00628,                0.00251,                 3.9414,                 9.6132,                 2.8051,              0.0005546,              0.0005546,              0.0005546
                    148,                0.89254,                0.63052,                0.93067,                0.10838,                0.01562,                 0.0088,                0.00264,                   4.03,                 9.9698,                 2.7659,              0.0005447,              0.0005447,              0.0005447
                    149,                0.80127,                0.59461,                0.91752,                0.22474,                0.01562,                0.00877,                0.00263,                 4.0912,                 9.4272,                 2.7889,              0.0005348,              0.0005348,              0.0005348
                    150,                0.86324,                0.57646,                0.93309,                0.27706,                0.01562,                0.00883,                0.00265,                 4.0514,                  9.134,                 2.7784,              0.0005249,              0.0005249,              0.0005249
                    151,                0.80181,                0.64107,                0.90976,                0.16211,                0.01562,                0.00883,                0.00265,                 4.1285,                 9.4787,                 2.8302,               0.000515,               0.000515,               0.000515
                    152,                0.79849,                0.62123,                0.94075,                0.16277,                0.01562,                0.00878,                0.00263,                 4.2455,                 9.1231,                 2.9019,              0.0005051,              0.0005051,              0.0005051
                    153,                0.89281,                0.64298,                0.95331,                0.29894,                0.01562,                0.00878,                0.00263,                 4.2682,                 9.1246,                 2.9475,              0.0004952,              0.0004952,              0.0004952
                    154,                0.86213,                0.61933,                  0.938,                0.29172,                0.01562,                 0.0085,                 0.0034,                 4.2652,                  9.011,                 2.9165,              0.0004853,              0.0004853,              0.0004853
                    155,                0.78848,                0.55868,                0.91749,                0.24592,                0.01562,                 0.0159,                0.00636,                 4.1783,                 8.6151,                 2.8095,              0.0004754,              0.0004754,              0.0004754
                    156,                0.78164,                0.54314,                0.89064,                0.21814,                0.01562,                0.01598,                0.00479,                 4.1542,                 8.8171,                 2.7819,              0.0004655,              0.0004655,              0.0004655
                    157,                0.85997,                0.69954,                0.89385,                0.21436,                0.01562,                0.01613,                0.00484,                 4.3461,                 8.6082,                 2.8596,              0.0004556,              0.0004556,              0.0004556
                    158,                 0.8014,                0.57822,                0.92113,                0.18416,                0.01562,                0.00862,                0.00345,                 4.4524,                 8.7737,                 2.9122,              0.0004457,              0.0004457,              0.0004457
                    159,                0.91802,                0.73083,                0.90994,                0.10466,                0.01562,                0.00609,                0.00244,                 4.3777,                 8.8647,                 2.8748,              0.0004358,              0.0004358,              0.0004358
                    160,                0.78315,                0.56973,                0.90063,                0.05468,                0.01562,                0.00502,                0.00201,                 4.1765,                 9.0105,                 2.7757,              0.0004259,              0.0004259,              0.0004259
                    161,                0.72879,                0.53184,                0.90693,                0.04387,                0.01562,                0.00342,                0.00137,                 4.2316,                   9.56,                  2.824,               0.000416,               0.000416,               0.000416
                    162,                0.74173,                0.54572,                0.88196,                 0.0513,                0.01562,                0.00376,                 0.0015,                 4.3426,                  10.08,                 2.8947,              0.0004061,              0.0004061,              0.0004061
                    163,                0.81983,                0.61383,                0.96373,                0.10111,                0.01562,                0.00614,                0.00246,                 4.4426,                 10.374,                 2.8797,              0.0003962,              0.0003962,              0.0003962
                    164,                0.74764,                0.56061,                0.87378,                0.17368,                0.01562,                0.00866,                0.00433,                 4.3464,                 9.3084,                 2.8106,              0.0003863,              0.0003863,              0.0003863
                    165,                0.85822,                0.58053,                0.92881,                0.13464,                0.01562,                0.01615,                0.00969,                 4.2088,                 9.1128,                  2.789,              0.0003764,              0.0003764,              0.0003764
                    166,                0.86963,                0.61264,                 0.8447,                0.11125,                0.01562,                0.00877,                0.00438,                 4.1957,                  9.138,                 2.7386,              0.0003665,              0.0003665,              0.0003665
                    167,                 0.8336,                0.57929,                  0.899,                0.08539,                0.01562,                0.00887,                0.00443,                 4.0476,                 9.3769,                 2.6063,              0.0003566,              0.0003566,              0.0003566
                    168,                0.75818,                0.57385,                0.88875,                0.08756,                0.01562,                0.00872,                0.00436,                 4.0069,                 9.4603,                 2.5964,              0.0003467,              0.0003467,              0.0003467
                    169,                0.71843,                0.55179,                0.84675,                0.09989,                0.01562,                0.00613,                0.00307,                 4.0829,                 9.4448,                 2.6341,              0.0003368,              0.0003368,              0.0003368
                    170,                0.77788,                0.51622,                 0.8864,                0.13187,                0.01562,                0.00609,                0.00244,                 4.1645,                 9.0314,                 2.7384,              0.0003269,              0.0003269,              0.0003269
                    171,                0.74286,                  0.529,                 0.8492,                0.15557,                0.01562,                0.00866,                0.00346,                 4.1512,                 8.9247,                 2.7627,               0.000317,               0.000317,               0.000317
                    172,                 0.8187,                0.58032,                0.89695,                0.18471,                0.01562,                0.01634,                0.00654,                 4.0876,                 8.9646,                 2.7772,              0.0003071,              0.0003071,              0.0003071
                    173,                0.84248,                 0.5904,                0.92087,                 0.2082,                0.01562,                0.01644,                0.00493,                 4.1139,                 9.0108,                 2.7818,              0.0002972,              0.0002972,              0.0002972
                    174,                0.79077,                0.59867,                0.91077,                 0.2053,                0.01562,                0.01641,                0.00492,                   4.22,                 9.1589,                 2.8367,              0.0002873,              0.0002873,              0.0002873
                    175,                0.82808,                0.53784,                0.89635,                0.15705,                0.01562,                0.00877,                0.00263,                  4.174,                 9.4241,                 2.8938,              0.0002774,              0.0002774,              0.0002774
                    176,                0.68611,                0.57769,                0.83866,                0.13671,                0.01562,                0.00862,                0.00259,                 4.1406,                 9.7306,                 2.8305,              0.0002675,              0.0002675,              0.0002675
                    177,                0.75094,                0.52226,                0.90747,                0.14712,                0.01562,                0.00861,                0.00345,                 4.0874,                 9.5115,                 2.7946,              0.0002576,              0.0002576,              0.0002576
                    178,                0.76438,                0.56009,                0.85861,                0.11741,                0.01562,                 0.0085,                 0.0034,                  4.126,                 9.1286,                 2.7543,              0.0002477,              0.0002477,              0.0002477
                    179,                0.68102,                 0.4929,                0.86476,                 0.0939,                0.01562,                0.00846,                0.00338,                 4.1621,                 9.2449,                 2.7521,              0.0002378,              0.0002378,              0.0002378
                    180,                0.64088,                0.61996,                0.81642,                0.04878,                0.01562,                0.00309,                0.00123,                 4.2002,                 9.4511,                 2.7544,              0.0002279,              0.0002279,              0.0002279
                    181,                0.68875,                0.51589,                0.87586,                0.04029,                0.01562,                0.00264,                0.00106,                 4.1681,                 9.7213,                 2.7726,               0.000218,               0.000218,               0.000218
                    182,                0.61995,                0.47651,                0.88567,                0.03907,                0.01562,                0.00255,                0.00102,                 4.1508,                 9.7402,                 2.7966,              0.0002081,              0.0002081,              0.0002081
                    183,                 0.7194,                0.57513,                0.90275,                0.05292,                0.01562,                0.00329,                0.00132,                 4.1425,                 9.4458,                 2.8272,              0.0001982,              0.0001982,              0.0001982
                    184,                0.78121,                0.54191,                0.92282,                0.05992,                0.01562,                0.00381,                0.00152,                 4.1762,                 9.3951,                 2.8621,              0.0001883,              0.0001883,              0.0001883
                    185,                0.71318,                0.49618,                0.85375,                0.06373,                0.01562,                0.00389,                0.00117,                 4.1806,                 9.5142,                  2.891,              0.0001784,              0.0001784,              0.0001784
                    186,                 0.7495,                0.56048,                0.91778,                0.06613,                0.01562,                0.00509,                0.00153,                 4.1401,                 9.6886,                 2.8738,              0.0001685,              0.0001685,              0.0001685
                    187,                0.63052,                0.48422,                0.89822,                0.06028,                0.01562,                0.00384,                0.00115,                 4.1398,                 9.7437,                 2.8483,              0.0001586,              0.0001586,              0.0001586
                    188,                0.66064,                0.49495,                0.87752,                0.05273,                0.01562,                0.00348,                0.00104,                 4.1443,                 9.8617,                 2.8153,              0.0001487,              0.0001487,              0.0001487
                    189,                 0.6781,                0.49483,                0.87959,                 0.0462,                0.01562,                0.00347,                0.00139,                 4.1061,                 9.9512,                 2.7751,              0.0001388,              0.0001388,              0.0001388
                    190,                 0.6838,                0.50095,                0.87603,                0.04599,                0.01562,                0.00349,                0.00139,                 4.0906,                   9.85,                 2.7585,              0.0001289,              0.0001289,              0.0001289
                    191,                 0.7008,                0.51466,                0.88149,                 0.0513,                0.01562,                 0.0034,                0.00136,                 4.0887,                 9.7953,                 2.7458,               0.000119,               0.000119,               0.000119
                    192,                0.73576,                0.55526,                0.94568,                0.07094,                0.01562,                0.00491,                0.00196,                 4.1623,                 9.6137,                 2.7801,              0.0001091,              0.0001091,              0.0001091
                    193,                0.65654,                0.47969,                0.84914,                0.08212,                0.01562,                0.00486,                0.00195,                 4.1531,                 9.5157,                 2.7864,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.71142,                0.53888,                0.84167,                0.11666,                0.01562,                0.00611,                0.00244,                 4.1308,                 9.4186,                 2.7434,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.67463,                0.47038,                 0.8516,                0.12403,                0.01562,                0.00606,                0.00243,                 4.1109,                 9.3735,                 2.7159,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.71961,                0.57597,                0.84447,                0.12348,                0.01562,                0.00615,                0.00246,                 4.1258,                 9.2343,                 2.7136,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.65841,                0.44436,                0.85945,                0.13176,                0.01562,                0.00621,                0.00249,                 4.1277,                 9.2638,                 2.7215,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                 0.6545,                 0.4556,                0.86847,                0.12498,                0.01562,                0.00623,                0.00249,                 4.1243,                 9.3059,                 2.7028,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.69919,                0.46364,                0.87671,                0.12418,                0.01562,                 0.0062,                0.00248,                 4.1131,                 9.4095,                 2.7023,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.63156,                0.42451,                0.81473,                0.12401,                0.01562,                0.00624,                0.00249,                  4.116,                 9.4876,                 2.7044,               2.99e-05,               2.99e-05,               2.99e-05
